GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "51000","Virginia",5,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",17847652,19371643,21410967,23764172,26612710,29489590,32379775,35770824,39631200,44990392,50182027,56726477,63698177,68854776,74238986,82638234,89308410,96341470,104064166,113916609,123237031,129558196,135041489,143668598,150973300,158882771,167003323,175342358,186845541,200071837,214308714,232313651,244410663,251068345,266236494,285300601,305046863,326087091,343153129,355931394,349712085,365041354,387003902,405863910,403198368,421873610,441016710,452400543,470835658,492764322,509201256
 "51000","Virginia",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",4614000,4659930,4752846,4828131,4906648,4978155,5056385,5132693,5205706,5284122,5324533,5368334,5444094,5492785,5564662,5643868,5715149,5811692,5932273,6036908,6120246,6216884,6301217,6414307,6509630,6593139,6670693,6750884,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8023699,8101155,8185080,8252427,8310993,8361808,8410106,8463587,8501286,8535519
 "51000","Virginia",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3868,4157,4505,4922,5424,5924,6404,6969,7613,8514,9425,10567,11700,12535,13341,14642,15627,16577,17542,18870,20136,20840,21431,22398,23192,24098,25035,25973,27360,28992,30615,32693,33954,34455,36139,38164,40259,42494,44272,45437,44122,45495,47771,49586,48858,50761,52742,53792,55631,57964,59657
 "51001","Accomack, VA",5,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",72875,79372,86973,96193,112156,124861,139671,154219,166432,194395,206019,224910,256176,265695,279133,311239,342241,376394,388894,415935,454573,466205,486559,526964,541125,579604,597418,614900,634277,683268,715428,755466,798158,827094,881556,921178,955300,979101,1033169,1089135,1092338,1114647,1131424,1185059,1191128,1231057,1278779,1289594,1334752,1362729,1387093
 "51001","Accomack, VA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",29308,28863,28560,28721,29553,30551,30893,30878,30893,31259,31443,31288,31306,31264,31215,31074,31075,31228,31565,31708,31868,31803,32520,33215,33907,34568,35024,35679,36266,37059,37614,38215,37742,37308,36742,36310,35835,35192,34553,33970,33415,33148,33225,33268,32969,32971,32914,32871,32685,32581,32316
 "51001","Accomack, VA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2487,2750,3045,3349,3795,4087,4521,4994,5387,6219,6552,7188,8183,8498,8942,10016,11013,12053,12320,13118,14264,14659,14962,15865,15959,16767,17057,17234,17490,18437,19020,19769,21148,22169,23993,25370,26658,27822,29901,32062,32690,33626,34053,35622,36129,37338,38852,39232,40837,41826,42923
 "51007","Amelia, VA",5,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",18123,20157,22716,25237,30447,32448,35633,38687,40992,48910,54878,61071,69037,73022,77278,92134,98466,108022,113786,125295,135810,137968,141021,152560,164256,178020,193004,207765,223969,241675,258377,275216,291481,291610,304391,339501,362798,386528,416917,418772,404473,427673,437706,460323,491634,506756,538155,538795,554838,565008,582287
 "51007","Amelia, VA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",7702,7583,7654,7902,8002,8178,8394,8462,8482,8372,8428,8403,8380,8301,8221,8188,8276,8381,8384,8495,8748,8823,9012,9307,9634,9708,9965,10241,10634,10890,11137,11446,11481,11540,11544,11712,11943,12250,12447,12563,12594,12746,12752,12745,12656,12713,12784,12801,12980,13057,13145
 "51007","Amelia, VA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2353,2658,2968,3194,3805,3968,4245,4572,4833,5842,6511,7268,8238,8797,9400,11252,11898,12889,13572,14749,15525,15637,15648,16392,17050,18337,19368,20288,21062,22192,23200,24045,25388,25269,26368,28987,30377,31553,33495,33334,32116,33554,34324,36118,38846,39861,42096,42090,42746,43272,44297
 "51009","Amherst, VA",5,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",63907,69928,74674,83022,93321,105825,118900,130263,142042,159827,180854,190570,209449,228220,253244,280219,294571,315019,339671,355405,382440,399928,412317,436260,469244,494152,516863,546388,576476,607452,646853,692988,712557,720895,743007,786142,826627,878239,916145,962070,964859,968549,996085,1026268,1018007,1061615,1086751,1108210,1138048,1176794,1206192
