GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "50005","Caledonia, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",22597,22882,23239,23740,23952,24239,24873,25089,25181,25530,25870,25824,25826,25772,25874,26065,26013,26249,26521,27089,27477,27982,28249,28417,28713,28827,28934,29223,29131,29214,29546,29662,29704,30046,30188,30642,30881,31252,31238,31167,31213,31166,31111,31025,31044,30873,30645,30154,30141,30236,29993
 "50005","Caledonia, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3160,3405,3703,4004,4423,4670,4997,5654,5972,6487,6926,7683,8582,9294,9892,10660,11492,12264,13051,13909,14976,15247,15384,16937,16743,17315,18065,18881,19933,21378,22154,24424,24620,24968,25654,26676,27361,28415,30550,32664,32125,33015,34696,35654,36273,37516,38155,39131,39792,40781,43113
 "50007","Chittenden, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",351653,393698,424492,461181,495314,536065,595684,665557,733964,853401,976942,1102007,1256754,1373714,1489709,1640404,1802640,1946403,2123689,2361377,2643930,2782454,2854641,3022140,3156541,3274695,3509171,3746813,3946278,4274587,4590417,4993444,5241684,5385155,5665466,5904560,6060438,6524974,6800018,7199532,7069630,7269437,7812860,8107804,8284510,8647089,9028363,9230032,9484932,9863707,10130810
 "50007","Chittenden, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",96160,99762,102354,104328,104163,104965,106233,107909,109777,111354,113185,115955,117334,118431,119853,120777,122341,123808,125371,128298,130682,132143,132996,134042,135985,138442,140104,141239,142729,143758,145379,147161,148441,149639,150410,151445,152163,152861,153625,154659,155793,156769,158033,158673,159432,159945,161293,161563,163031,163571,163774
 "50007","Chittenden, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3657,3946,4147,4420,4755,5107,5607,6168,6686,7664,8631,9504,10711,11599,12429,13582,14735,15721,16939,18405,20232,21056,21464,22546,23212,23654,25047,26528,27649,29735,31576,33932,35312,35988,37667,38988,39829,42686,44264,46551,45378,46370,49438,51098,51963,54063,55975,57130,58179,60302,61858
 "50009","Essex, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",15458,17245,19006,19994,22373,24154,25272,28610,30226,33480,36902,41032,47167,49477,53545,59053,61098,64363,68118,75775,79801,81219,83653,89139,90989,94912,97909,101806,108528,118567,122932,130485,135202,136697,141393,149002,153726,163251,171936,181545,184477,192991,196799,194911,197581,198532,208112,209680,217898,225900,239397
 "50009","Essex, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",5475,5450,5553,5592,5611,5984,6005,6227,6129,5794,6034,6291,6195,6154,6199,6115,6182,6179,6226,6348,6433,6411,6372,6462,6482,6402,6403,6356,6346,6413,6469,6445,6467,6503,6480,6478,6450,6341,6421,6404,6331,6312,6324,6224,6193,6154,6193,6224,6184,6234,6163
 "50009","Essex, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2823,3164,3423,3575,3987,4036,4208,4595,4932,5778,6116,6522,7614,8040,8638,9657,9883,10416,10941,11937,12405,12669,13128,13794,14037,14825,15291,16017,17102,18489,19003,20246,20906,21021,21820,23001,23833,25745,26777,28349,29139,30575,31119,31316,31904,32261,33604,33689,35236,36237,38844
 "50011","Franklin, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",100736,109724,118466,129638,142616,151882,175128,192828,202679,232837,256338,288421,322218,347069,372057,408679,445959,477795,506915,545661,605051,639014,657698,719688,752332,788600,824060,854417,902379,964143,1038772,1134636,1175354,1185315,1223513,1346031,1406350,1427737,1560805,1658678,1648671,1695477,1829109,1889608,1931884,2011867,2057171,2108083,2198448,2269404,2365833
 "50011","Franklin, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",30958,31333,31601,32452,32807,32700,33329,33291,33543,33545,34021,34833,34933,35438,35713,36203,36578,37032,37302,38058,39073,40253,40902,41495,42138,42877,43163,43594,43902,44392,44898,45530,45900,46305,46590,46942,47192,47392,47455,47462,47620,47821,48228,48317,48407,48763,48988,48963,48969,49258,49402
 "50011","Franklin, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3254,3502,3749,3995,4347,4645,5255,5792,6042,6941,7535,8280,9224,9794,10418,11289,12192,12902,13589,14338,15485,15875,16080,17344,17854,18392,19092,19599,20554,21719,23136,24921,25607,25598,26261,28674,29801,30126,32890,34947,34621,35455,37926,39109,39909,41258,41993,43055,44895,46072,47889
 "50013","Grand Isle, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",12417,12913,13819,15624,17037,18237,20382,22576,24115,28086,32236,38091,43375,47555,51478,57189,64963,71525,78164,83964,97876,100500,101990,110176,114310,121233,128154,140365,152604,161987,182059,203934,218571,225431,239664,258216,267823,278626,299018,309596,313904,324185,326847,352069,350289,363898,367776,383913,397820,412360,433106
 "50013","Grand Isle, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",3484,3578,3598,3805,3895,3992,4046,4009,4189,4124,4348,4642,4750,4794,4721,4744,4832,4994,5082,5121,5224,5361,5549,5641,5786,5867,6033,6210,6409,6541,6749,6909,7020,7108,7201,7265,7282,7173,7152,7211,7022,6948,6974,6972,6988,6968,6871,6921,6975,7110,7235
 "50013","Grand Isle, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3564,3609,3841,4106,4374,4568,5038,5631,5757,6810,7414,8206,9132,9920,10904,12055,13444,14322,15381,16396,18736,18747,18380,19531,19756,20664,21242,22603,23811,24765,26976,29517,31135,31715,33282,35542,36779,38844,41809,42934,44703,46659,46867,50498,50127,52224,53526,55471,57035,57997,59863
 "50015","Lamoille, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",43223,47494,51453,58947,64901,69375,85896,95578,103629,117463,129510,144001,164248,180276,190235,211180,224382,242928,269906,294475,326075,341501,354351,385676,405884,423217,448585,476001,514760,556861,595595,632572,727783,753298,773727,821353,850760,925756,947680,1019087,1001352,1012761,1081015,1116798,1132588,1188827,1237127,1274336,1293190,1353309,1388857
 "50015","Lamoille, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",13040,13362,13643,14238,15248,15520,15767,15883,16124,16372,16898,16792,16859,17045,17421,17717,17802,17914,18379,18873,19452,19861,20399,20628,20936,21216,21523,21940,22112,22416,22792,23285,23378,23475,23539,23444,23421,23642,23778,23971,24193,24515,24707,24945,25111,25130,25240,25331,25360,25295,25362
 "50015","Lamoille, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3315,3554,3771,4140,4256,4470,5448,6018,6427,7175,7664,8576,9742,10576,10920,11920,12604,13561,14686,15603,16763,17195,17371,18697,19387,19948,20842,21696,23280,24842,26132,27167,31131,32089,32870,35035,36325,39157,39855,42513,41390,41312,43753,44770,45103,47307,49015,50307,50993,53501,54761
 "50017","Orange, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",55580,60366,66436,75867,85597,92627,99507,112705,121974,141548,160329,179654,202293,215254,231964,256837,280081,300791,332617,364709,397222,408016,411595,443414,463323,492218,518870,543700,576982,614508,661270,697421,770459,794328,805672,843862,871922,931513,984154,1028470,1058764,1075064,1116882,1151452,1160230,1214718,1245181,1263770,1304450,1352678,1414590
 "50017","Orange, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",17420,17754,18206,18901,19528,19668,20609,20920,21465,21686,22590,22811,23051,23185,23422,23668,23854,24207,24776,25232,25624,26330,26479,26676,26883,27022,27309,27645,27909,28015,28004,28381,28696,28735,28921,29040,29066,29249,29119,29032,28965,28944,29018,28916,28848,28875,28887,28908,28964,28888,28892
 "50017","Orange, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3191,3400,3649,4014,4383,4710,4828,5387,5682,6527,7097,7876,8776,9284,9904,10852,11741,12426,13425,14454,15502,15496,15544,16622,17235,18215,19000,19667,20674,21935,23613,24574,26849,27643,27858,29059,29998,31848,33798,35425,36553,37143,38489,39821,40219,42068,43105,43717,45037,46825,48961
 "50019","Orleans, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",57149,64808,70153,77104,84104,89931,97381,110457,117197,136800,148289,165149,183537,200418,210370,234463,249037,264374,282643,307530,339643,351037,359226,387286,396896,416463,438880,464080,484937,516836,547759,603882,634792,648875,686205,728622,762612,791781,854652,887547,885153,933587,996279,1027556,1033912,1075013,1089312,1089806,1120924,1161372,1205275
 "50019","Orleans, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",20008,20194,20453,20949,21363,21603,22027,22616,22830,23215,23651,23445,23410,23384,23382,23474,23371,23285,23334,23577,23804,24172,24413,24598,24792,25051,25229,25484,25763,25889,26052,26321,26443,26540,26908,27064,27224,27215,27332,27269,27234,27245,27195,27165,27135,27024,27034,26766,26811,26859,27037
 "50019","Orleans, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2856,3209,3430,3681,3937,4163,4421,4884,5133,5893,6270,7044,7840,8571,8997,9988,10656,11354,12113,13044,14268,14522,14715,15745,16009,16625,17396,18211,18823,19964,21026,22943,24006,24449,25502,26922,28012,29094,31269,32548,32502,34266,36635,37826,38103,39780,40294,40716,41808,43240,44579
 "50021","Rutland, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",177846,191954,205110,228370,250685,274410,300444,329317,356511,407596,461062,516413,567841,610299,653327,719468,779218,838175,895373,969062,1028972,1078593,1104055,1179635,1216476,1275777,1344431,1405900,1468923,1540776,1611695,1721478,1862067,1893086,1958048,2087491,2165267,2281500,2413210,2480093,2449726,2490292,2618441,2672565,2715627,2753438,2842461,2873414,2920409,3002786,3092969
 "50021","Rutland, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",51763,52948,54391,55346,55261,55166,55984,56611,57265,58056,58264,58332,58138,58283,58447,58761,59258,59815,60508,61168,61754,62278,62556,62629,62552,62628,62912,63248,63250,63350,63257,63373,63132,62982,63113,62997,63003,62894,62618,62368,61946,61586,61235,60803,60488,60039,59544,59122,59006,58596,58191
 "50021","Rutland, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3436,3625,3771,4126,4536,4974,5367,5817,6226,7021,7913,8853,9767,10471,11178,12244,13150,14013,14798,15843,16662,17319,17649,18835,19447,20371,21370,22228,23224,24322,25479,27164,29495,30058,31024,33136,34368,36275,38539,39765,39546,40436,42761,43954,44895,45861,47737,48601,49493,51246,53152
 "50023","Washington, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",163135,179112,194742,215657,237972,259623,278121,302937,326770,365229,398596,447829,497652,550486,597448,653674,699946,751789,818790,894634,998553,1033681,1045997,1112740,1157154,1223981,1277401,1323418,1407727,1488358,1594378,1749115,1871277,1912151,1987499,2130407,2190802,2295864,2399791,2532837,2558101,2671051,2781975,2892407,2967462,3053866,3192244,3292622,3348771,3450742,3526058
 "50023","Washington, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",46985,47708,48239,49043,49389,50035,49736,49976,51075,51671,51878,52519,52902,53085,53252,53390,53138,52913,53252,54003,54620,55111,55243,55621,55874,56450,56930,57089,57286,57386,57759,58072,58526,58889,58958,59081,59366,59414,59275,59278,59353,59570,59591,59407,59218,58961,58652,58355,58253,58079,58409
 "50023","Washington, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3472,3754,4037,4397,4818,5189,5592,6062,6398,7068,7683,8527,9407,10370,11219,12243,13172,14208,15376,16566,18282,18756,18934,20006,20710,21683,22438,23182,24574,25936,27604,30120,31973,32470,33710,36059,36903,38642,40486,42728,43100,44839,46684,48688,50111,51795,54427,56424,57487,59415,60368
 "50025","Windham, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",114371,127089,141136,152797,165927,179991,192639,214506,235903,269678,303167,338259,382885,412446,460059,504728,549844,596235,648342,696426,764648,777065,785946,856840,891457,935666,984384,1018405,1061935,1145452,1199978,1296948,1343187,1386324,1402085,1482609,1492332,1595885,1677513,1748300,1711140,1782598,1856418,1896637,1890965,1974111,2058607,2060939,2087166,2124223,2200756
 "50025","Windham, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",32949,33607,34263,35046,34946,34798,35640,35470,35546,36342,36666,37027,37316,37686,38177,38676,38944,39398,39872,40830,41375,41721,41653,42091,42427,43115,43433,43838,44199,44088,44179,44074,43998,44122,44353,44241,44187,44390,44444,44407,44441,44502,44239,43996,43885,43656,43246,43163,42851,42635,42222
 "50025","Windham, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3471,3782,4119,4360,4748,5172,5405,6048,6637,7421,8268,9135,10261,10944,12051,13050,14119,15134,16261,17057,18481,18625,18869,20357,21012,21702,22664,23231,24026,25981,27162,29427,30528,31420,31612,33512,33773,35951,37744,39370,38504,40057,41963,43109,43089,45220,47602,47748,48708,49823,52123
 "50027","Windsor, VT",1,CAINC1,1,"...","Personal income (thousands of dollars)","Thousands of dollars",169771,180918,192505,211909,240181,264680,282437,306993,334949,382350,435229,489930,553831,593976,616088,679255,731580,779249,848747,933653,1037138,1048827,1058386,1121274,1179831,1257816,1295827,1373154,1457601,1563990,1650279,1764839,1880111,1902417,1979831,2100103,2162371,2340428,2426685,2496596,2428279,2502688,2619107,2689583,2687087,2849136,2909619,2951896,3043648,3179517,3281917
 "50027","Windsor, VT",1,CAINC1,2,"...","Population (persons) 1/","Number of persons",43800,44228,45091,45913,46293,46934,47471,48138,48891,50017,50698,51158,51549,51835,51991,51899,52241,52605,53135,53627,53934,54171,54532,54749,54987,55229,55750,56096,56318,56703,56985,57438,57489,57673,57682,57639,57409,57184,57061,56850,56708,56600,56612,56138,55993,55727,55541,55345,55224,55204,55062
 "50027","Windsor, VT",1,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3876,4091,4269,4615,5188,5639,5950,6377,6851,7644,8585,9577,10744,11459,11850,13088,14004,14813,15973,17410,19230,19361,19409,20480,21457,22775,23244,24479,25882,27582,28960,30726,32704,32986,34323,36435,37666,40928,42528,43915,42821,44217,46264,47910,47990,51127,52387,53336,55115,57596,59604
"Note: See the included footnote file."
"CAINC1: Personal Income Summary: Personal Income, Population, Per Capita Personal Income "
"Last updated: November 17, 2020-- new statistics for 2019; revised statistics for 2010-2018."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
